title,genres,releaseYear,imdbAverageRating,imdbNumVotes
Ice Soldiers,"Action, Sci-Fi, Thriller",2013,4.4,3011
Hope,Drama,2013,8.2,10900
The Reunion 2: The Funeral,Comedy,2014,5.7,1989
See No Evil,Documentary,2014,7.1,161
It's Complicated,"Comedy, Romance",2014,5.4,1006
Baahubali: The Beginning,"Action, Drama",2015,8,145440
Gueros,"Comedy, Drama",2014,7.5,5557
One by Two,"Comedy, Drama, Romance",2014,3.9,783
Colette,"Biography, Drama, History",2013,6.2,656
Tabloid Truth,"Action, Crime, Thriller",2014,6.3,462
Speed Cross,"Action, Drama",1980,5.2,146
Free to Play,"Action, Documentary",2014,7.6,13660
Pagpag: Nine Lives,Horror,2013,5.3,467
Focus,"Comedy, Crime, Drama",2015,6.6,287314
Ambassada,Comedy,2013,4.7,776
Bad Country,"Action, Crime, Drama",2014,5.8,10216
Chhota Bheem aur Hanuman,"Action, Adventure, Animation",2012,7.1,154
Red Army,"Biography, Documentary, History",2014,7.6,7326
Tangos Are for Two,"Drama, Music, Romance",1997,6.8,363
Danny Collins,"Comedy, Drama, Music",2015,7,34280
Paul Blart: Mall Cop 2,"Action, Comedy, Crime",2015,4.5,42986
Zum Zum Zum 2: It'll Happen to You Too,"Comedy, Musical",1969,5.3,55
The Mailbag Robbery,"Crime, Drama, Film-Noir",1957,6.2,415
Point Break,"Action, Adventure, Crime",2015,5.3,67925
Get Hard,"Comedy, Crime, Drama",2015,6,151461
Boundless,Documentary,2013,7.3,170
Jomblo,"Comedy, Drama, Romance",2006,7.2,392
Quickie Express,"Comedy, Drama, Romance",2007,6.9,478
Question Mark,Drama,2011,7,302
Three Days to Eternity,"Comedy, Drama",2007,7.1,550
The Sinking of Van Der Wijck,"Drama, Romance",2013,7.7,1719
Sumolah,"Action, Comedy, Sport",2007,7.5,65
The Intern,"Comedy, Drama",2015,7.1,294656
IRL (In Real Life),Drama,2013,5.4,468
A Sight for Sore Eyes,"Drama, Thriller",2003,5.4,186
Thread of Lies,"Drama, Mystery, Thriller",2014,7.2,915
Recep Ivedik 4,Comedy,2014,3.9,19378
Goosebumps,"Adventure, Comedy, Fantasy",2015,6.3,99172
Trailer Park Boys: Don't Legalize It,"Comedy, Crime, Drama",2014,7.3,5141
Una preciosa puesta de sol,Drama,2003,6,77
Goodbye from the Heart,"Comedy, Drama",2000,5.1,151
Detective Conan: The Sniper from Another Dimension,"Action, Adventure, Animation",2014,6.7,1891
Persecuted,"Action, Drama, Mystery",2014,3.5,1687
Naranjo en flor,"Drama, Romance, Thriller",2008,5.2,77
Tulip Fever,"Drama, History, Romance",2017,6.2,23877
Silent,"Adventure, Animation, Fantasy",2014,6.3,571
Miss Julie,"Drama, Romance",2013,4.4,177
Hallåhallå,"Comedy, Drama",2014,5.6,572
Coming out,"Comedy, Romance",2013,5,1771
What Ever Happened to Timi,Comedy,2014,5.6,1805
Nymphomaniac: Vol. I,Drama,2013,6.9,135615
A Monster Calls,"Adventure, Drama, Family",2016,7.4,96760
That Girl in Pinafore,"Comedy, Musical",2013,7.3,146
Man in Love,"Drama, Romance",2014,6.9,1258
Carol,"Drama, Romance",2015,7.3,149128
The Legend of Tarzan,"Action, Adventure, Drama",2016,6.2,193857
Alvin and the Chipmunks: The Road Chip,"Adventure, Comedy, Family",2015,4.9,24363
Our Miss Fred,"Comedy, War",1972,5.4,226
A Guest Is Coming,Thriller,1947,5.6,308
Tiger & Bunny: The Rising,"Action, Adventure, Animation",2014,6.7,429
The Extraordinary Tale,"Comedy, Drama, Fantasy",2013,5.3,511
Murder on Monday,"Crime, Drama, Mystery",1952,6.7,872
Ju-on: The Beginning of the End,Horror,2014,5.1,1831
Fantastic Beasts and Where to Find Them,"Adventure, Family, Fantasy",2016,7.2,526485
Hilm Aziz,"Comedy, Drama, Thriller",2012,5.3,809
I Am Soldier,"Action, Thriller, War",2014,4.6,2139
Walk a Tightrope,"Crime, Drama, Mystery",1963,6.2,275
How to Be Single,"Comedy, Drama, Romance",2016,6.1,97205
Cairo Road,"Adventure, Crime, Drama",1950,5.5,279
Simon,Thriller,2016,2.9,354
Walad w Bent,Romance,2010,6.4,155
Getúlio,"Biography, Drama, History",2014,6.7,1327
2 States,"Comedy, Drama, Romance",2014,6.9,27813
Fiksi.,"Drama, Thriller",2008,7.7,614
Rayya wa Sakinah,"Crime, Drama, History",1952,6.8,287
The Moonraker,"Action, Adventure, Drama",1958,5.9,492
Catatan (Harian) Si Boy,"Action, Drama, Romance",2011,6.8,164
Taken 3,"Action, Thriller",2014,6,210685
La flûte magique,"Animation, Short",1946,6.6,116
The Little Rascals Save the Day,"Comedy, Family",2014,5.1,2156
Rakenrol,"Comedy, Music",2011,6.6,93
Black Mass,"Biography, Crime, Drama",2015,6.8,198630
"The Other One: The Long, Strange Trip of Bob Weir","Biography, Documentary, Music",2014,7.3,1858
The Misfits Club,"Drama, Romance",2014,5.6,1737
Murder Is a Murder,"Crime, Drama, Mystery",1972,5.9,310
The Spaniard's Curse,"Crime, Thriller",1958,5.7,271
Diamond Machine,"Action, Crime, Drama",1955,4.8,138
American Ultra,"Action, Comedy",2015,6.1,98639
No Trees in the Street,"Crime, Drama",1959,6,309
Patong Girl,"Adventure, Drama, Family",2014,6.3,431
Loucas pra Casar,Comedy,2015,5.8,1170
Perdona Si Te Llamo Amor,Romance,2014,6.4,3874
The Teenage Textbook Movie,"Comedy, Romance",1998,6.8,99
Sunstruck,"Comedy, Drama, Romance",1972,5.9,128
Baratometrajes 2.0: El Futuro del Cine Hecho en Espana,"Comedy, Documentary, History",2014,7.8,34
Déjame Vivir,"Adventure, Documentary",2014,7.4,324
The Conscript,Drama,1974,6.4,369
The Hours with You,"Comedy, Drama",2014,6.9,479
Serial Bad Weddings,Comedy,2014,7,47043
The World of Liberace,Documentary,1973,6.6,52
The cheat,Drama,1949,7.2,483
Shinjuku Swan,"Action, Crime, Drama",2015,6,1306
Lovely Man,Drama,2011,7.6,645
Monster Trucks,"Action, Adventure, Comedy",2016,5.7,19817
Ordet,Drama,1943,7.2,349
Story of a Godfather,"Crime, Drama, Thriller",2013,6.8,406
The Royal Bengal Tiger,Thriller,2014,6.8,1104
Jim Gaffigan: Obsessed,"Comedy, Documentary",2014,7.5,2526
"Crouching Tiger, Hidden Dragon: Sword of Destiny","Action, Adventure, Drama",2016,6.1,21415
So Little Time,"Drama, Romance, War",1952,6.8,298
Anaamika,Thriller,2014,5.4,344
King of the Night,Drama,1975,6.5,282
Knock Knock,"Crime, Thriller",2015,4.9,110972
Virunga,"Documentary, War",2014,8.1,12544
Time Lock,Thriller,1957,6.1,625
Broken,"Action, Drama, Thriller",2014,6.7,1558
The Anderssons Hit the Road,"Comedy, Family",2013,3.9,1501
Gloria,"Biography, Drama, Music",2014,6.7,2133
You're Killing Me Susana,"Comedy, Drama, Romance",2016,6.4,2499
Huevos: Little Rooster's Egg-cellent Adventure,"Adventure, Animation, Comedy",2015,5.7,1326
Perfect Obedience,Drama,2014,6.4,1156
The Perfect Dictatorship,"Comedy, Drama",2014,7.2,6461
The Obscure Spring,Drama,2014,6,1017
Operation Bullshine,"Comedy, Romance, War",1959,5.6,224
Room,"Drama, Thriller",2015,8.1,469233
The Homesman,"Drama, Western",2014,6.6,37440
Ex Machina,"Drama, Sci-Fi, Thriller",2014,7.7,619403
Off Course,"Comedy, Romance",2015,5.8,5630
The Best Bet,"Comedy, Drama",2004,6.3,129
L'oro di Scampia,"Biography, Drama, Sport",2014,6.8,133
Now and Forever,"Drama, Romance, Thriller",1956,6.3,211
Magic Mike XXL,"Comedy, Drama, Music",2015,5.6,62718
A Friend Will Come Tonight,"Drama, War",1946,6.3,138
Mommy,Drama,2014,8,64114
Wild Tales,"Comedy, Drama, Thriller",2014,8.1,229694
Wild Card,"Action, Crime, Drama",2015,5.6,62648
Bad Boys,"Biography, Documentary, History",2014,8.2,2052
The Last Incubus,"Fantasy, Romance",2014,4,129
Eyyvah Eyvah 3,Comedy,2014,5.9,8429
Witches Don't Exist,"Adventure, Family, Fantasy",2014,4.7,168
Stand by Me Doraemon,"Animation, Comedy, Drama",2014,7.3,10279
No Tears for the Dead,"Action, Crime, Drama",2014,6.7,7600
A Girl at My Door,Drama,2014,7,3384
Girlhood,Drama,2014,6.9,10357
Sisters,Comedy,2015,6,72180
In My Dreams,"Comedy, Drama, Romance",2014,6.3,6421
Josépha,Drama,1982,6,158
The Gunman,"Action, Crime, Mystery",2015,5.8,44309
Dr. Cabbie,Comedy,2014,6,3918
The Theory of Everything,"Biography, Drama, Romance",2014,7.7,498055
Love of My Loves,Comedy,2014,6.2,1005
The Brothers Grimsby,"Action, Adventure, Comedy",2016,6.2,115981
The Young Man,"Crime, Drama",1994,6.2,71
The Hole,"Drama, Thriller",1997,6.2,175
City of the Rising Sun,"Crime, Drama",1998,6.6,485
Heartstopper,Horror,1989,4.7,170
The Target,"Action, Thriller",2014,6.2,2234
The Look of Silence,"Biography, Documentary, History",2014,8.2,14456
I Am a Dancer,"Biography, Documentary, Music",1972,6.7,81
A Boyfriend for my Wife,"Comedy, Romance",2014,5.5,592
Man on High Heels,"Action, Drama",2014,6.6,1513
Elvira I Will Give You My Life But I'm Using It,"Comedy, Drama",2014,6.5,1613
London Has Fallen,"Action, Thriller",2016,5.9,176058
The BFG,"Adventure, Family, Fantasy",2016,6.3,96794
Thermae Romae II,"Comedy, Fantasy, Sci-Fi",2014,6.1,868
Casa Grande,"Drama, Romance",2014,6.8,3296
Woman Without a Face,Drama,1947,6.5,449
Guardians of Oz,"Adventure, Animation, Fantasy",2015,4.5,298
The Legend of the Mummies of Guanajuato,"Animation, Family",2014,5.7,457
Pacific Rim: Uprising,"Action, Adventure, Sci-Fi",2018,5.6,133242
Pink Guinea Pig,"Comedy, Romance",2014,6.8,484
Maria and Her Shadow,Documentary,2013,6.3,18
The Fatal Encounter,"Action, Drama",2014,6.7,1367
A Hard Day,"Action, Crime, Thriller",2014,7.2,17701
El cumple de la abuela,Comedy,2015,5.8,589
Little Baby Jesus,"Comedy, Romance",2013,4.4,156
Appleseed Alpha,"Action, Adventure, Animation",2014,6.5,9414
Obsessed,Drama,2014,6.3,2828
Excuse My French,"Comedy, Drama",2014,7.5,5224
It Follows,"Horror, Mystery, Thriller",2014,6.8,287943
Domino Effect,"Documentary, Drama, Family",2014,6.7,84
One on One,"Crime, Drama, Thriller",2014,5.7,1210
Skiptrace,"Action, Adventure, Comedy",2016,5.6,23283
Bez litosci,"Action, Crime",2002,5.2,150
Refugiado,"Drama, Thriller",2014,6.3,456
Number One Fan,"Comedy, Drama, Thriller",2014,6.5,2036
Dilema,"Crime, Drama",2011,7.1,81
Penguins of Madagascar,"Action, Adventure, Animation",2014,6.6,109517
Singapore GaGa,Documentary,2005,6.3,58
La mujer que hablaba con los muertos,"Comedy, Horror",2014,3.4,84
The Song,"Drama, Music, Romance",2014,5.9,2357
Heropanti,"Action, Drama, Romance",2014,5.2,11084
Beyond Skyline,"Action, Adventure, Horror",2017,5.3,24309
Wir sind die Neuen,Comedy,2014,6.6,1727
Space Brothers,"Animation, Comedy, Sci-Fi",2014,7.5,155
Suite Française,"Drama, History, Romance",2014,7,29728
Trainwreck,"Comedy, Drama, Romance",2015,6.2,145553
The Program,"Biography, Drama, Sport",2015,6.5,20011
The Tree and the Swing,"Drama, Family, History",2013,6.3,268
The Cage,"Crime, Drama, Thriller",1975,6.3,567
Ah Fei,Drama,1984,7.4,132
Clouds are not Spheres,Documentary,1995,7,111
Bobby Jasoos,"Comedy, Drama, Thriller",2014,5.5,2487
Tour du Faso,Documentary,2014,6.5,86
Salaakhen,"Action, Thriller",1975,5.7,91
Gyeongju,Drama,2014,6.8,515
Sea Fog,"Drama, Thriller",2014,6.8,4102
The DUFF,"Comedy, Romance",2015,6.4,104927
Noche de vino tinto,Drama,1967,6.1,242
Los dan Faun,"Action, Comedy, Crime",2008,6.2,60
Zwei Tage Hoffnung,Drama,2003,6.1,147
French Women,"Comedy, Romance",2014,5.3,2456
The Great Hypnotist,"Drama, Mystery, Thriller",2014,6.9,3222
The Hateful Eight,"Crime, Drama, Mystery",2015,7.8,694539
It Exists,Horror,2014,,
Sonny Boy & Dewdrop Girl,"Adventure, Animation, Family",2013,6.4,183
The Portrait Studio,"Animation, Drama, Short",2013,7.4,124
Mother Nanny,Drama,2006,7.7,113
Maybe This Time,"Comedy, Drama, Romance",2014,6.6,181
Selma,"Biography, Drama, History",2014,7.5,97745
Daddy's Home,"Comedy, Family",2015,6.2,135037
Trailer Park Boys: Live in F**kin' Dublin,Comedy,2014,6.2,1772
Bob Wilson's Life & Death of Marina Abramovic,Documentary,2012,6.8,153
Animal,"Action, Adventure, Drama",2014,4.7,7760
The Last Witch Hunter,"Action, Adventure, Fantasy",2015,5.9,113492
Geostorm,"Action, Sci-Fi, Thriller",2017,5.4,127857
Chance of a Lifetime,"Comedy, Drama",1950,6.8,328
King Arthur: Legend of the Sword,"Action, Adventure, Drama",2017,6.7,241232
The Lego Ninjago Movie,"Action, Adventure, Animation",2017,6.1,32162
Dangerous Youth,"Crime, Drama, Musical",1957,5.7,123
Passengers,"Drama, Romance, Sci-Fi",2016,7,476763
The Disappearance of Eleanor Rigby: Her,"Drama, Romance",2013,6.8,9960
Wazir,"Action, Crime, Drama",2016,7.1,20475
Beer Is Cheaper Than Therapy,"Documentary, News",2011,6.3,194
Ricki and the Flash,"Comedy, Drama, Music",2015,6,25479
All This Mayhem,"Biography, Documentary, History",2014,7.8,3881
Cuba feliz,"Documentary, Music",2000,6.6,254
Wkreceni,Comedy,2014,4.6,715
Comet,"Comedy, Drama, Romance",2014,6.7,20087
Humpty Sharma Ki Dulhania,"Comedy, Drama, Romance",2014,6,14778
Straight Outta Compton,"Biography, Drama, History",2015,7.8,227843
Everly,"Action, Thriller",2014,5.1,20037
Just a Little Chemistry,"Comedy, Romance",2015,5.2,789
Three Sisters,"Drama, Romance",1970,6.3,531
Happy New Year,"Action, Comedy, Drama",2014,5,42966
Playing It Cool,"Comedy, Romance",2014,5.9,31279
Unfriended,"Horror, Mystery, Thriller",2014,5.6,85021
Abang Long Fadil,"Action, Comedy, Crime",2014,5.1,188
Pattaya,Comedy,2016,4.8,1998
Rätten att älska,Drama,1956,5.7,104
Anjaan,"Action, Crime, Drama",2014,5.3,6428
What the Fish,"Adventure, Comedy, Drama",2013,5,244
We Are Moluccans,"Biography, Drama, Sport",2014,7.9,237
Het gezin van Paemel,"Drama, History",1986,6.8,372
Maytime in Mayfair,"Comedy, Musical, Romance",1949,5.8,258
Frontline: Battle for Haiti,,2011,,
Cómo sobrevivir a una despedida,Comedy,2015,4.4,1133
The Last Adventure,Drama,1974,5.6,241
It's a Woman's War,"Comedy, Musical",1971,5,110
Mechanic: Resurrection,"Action, Adventure, Thriller",2016,5.7,98986
Broken Vows,"Drama, Thriller",2014,4.4,2400
Love's Whirlpool,"Drama, Romance",2014,6.3,528
The Duke Wore Jeans,"Comedy, Musical",1958,5,118
Chain of Events,"Drama, Thriller",1958,6.4,385
The Solitary Child,"Crime, Drama, Mystery",1958,5.8,134
Le mille-pattes fait des claquettes,Comedy,1977,5.5,137
He Never Died,"Comedy, Drama, Fantasy",2015,6.3,22931
That's How We Women Are,Comedy,1971,6.1,238
The Bellman,"Crime, Drama, Horror",1945,6.4,201
The Remaining,"Drama, Fantasy, Horror",2014,4.3,9404
For the Emperor,"Action, Crime",2014,5.7,835
Sigaram Thodu,"Action, Thriller",2014,6.2,523
Insidious: Chapter 3,"Horror, Mystery, Thriller",2015,6.1,124143
Beverly Hills Cop: Axel F,"Action, Comedy, Crime",2024,6.4,82327
The Lego Movie 2: The Second Part,"Adventure, Animation, Comedy",2019,6.5,81436
1987,"Biography, Comedy, Drama",2014,7.4,1803
Pandurangadu,"Drama, Fantasy",2008,3.5,1199
The Greatest Thing,"Drama, History, Romance",2001,6.1,307
Kick,"Action, Comedy, Crime",2014,5.9,74464
Haider,"Action, Crime, Drama",2014,8,59559
Ma ma,Drama,2015,6.4,4933
The Teacher's Diary,"Comedy, Drama, Romance",2014,7.8,2894
The Nortull Gang,Comedy,1923,6.5,192
Mr. Holmes,"Crime, Drama, Family",2015,6.8,69506
Iris 2: The Movie,"Action, Adventure, Crime",2013,5.4,187
I've Gotta Horse,"Comedy, Musical",1965,4.7,127
Next to No Time!,Comedy,1958,5.7,215
The Divine Move,"Action, Crime, Drama",2014,6.6,2716
War for the Planet of the Apes,"Action, Adventure, Drama",2017,7.4,317144
Facet (nie)potrzebny od zaraz,"Comedy, Drama, Music",2014,4.4,404
The Smile of a Child,"Comedy, Drama, Music",1969,4.8,45
Kundo: Age of the Rampant,"Action, Drama",2014,6.8,4016
The Mummy,"Action, Adventure, Fantasy",2017,5.4,215118
My Brilliant Life,Drama,2014,7.2,1090
Parasyte: Part 1,"Action, Drama, Horror",2014,6.8,5752
Parasyte: Part 2,"Action, Drama, Horror",2015,6.5,3467
Brabançonne,Musical,2014,6.1,451
Cowspiracy: The Sustainability Secret,Documentary,2014,8.1,27078
Oh! Happy Day,"Comedy, Drama, Romance",2003,5.2,223
Pizza,"Horror, Mystery, Thriller",2014,6.2,1552
The Admiral: Roaring Currents,"Action, History, War",2014,7.1,13720
A Fairly Odd Summer,"Comedy, Family, Fantasy",2014,3.7,757
She's Dating the Gangster,"Comedy, Drama, Romance",2014,7,1422
Murderer,"Drama, Thriller",2014,5.1,376
Irrational Man,"Comedy, Crime, Drama",2015,6.6,69172
Shadowing the Third Man,Documentary,2004,6.9,276
Kahlil Gibran's The Prophet,"Animation, Drama",2014,7,5206
99 Homes,"Crime, Drama",2014,7.1,40206
Before We Go,"Comedy, Drama, Romance",2014,6.8,66953
Fallen,"Drama, Fantasy, Romance",2016,5.2,17470
Stones for the Rampart,"Drama, War",2014,6.2,1672
Sinister 2,"Horror, Mystery, Thriller",2015,5.3,64267
The Light Between Oceans,"Drama, Romance",2016,7.2,61783
Beasts of No Nation,"Drama, War",2015,7.7,89358
The Secret Scripture,"Drama, Romance",2016,6.7,9267
3 Hearts,"Drama, Romance",2014,5.9,2692
Black Souls,"Crime, Drama",2014,6.8,3263
The Intruder,"Drama, War",1953,6.7,489
Fate/stay night [Heaven's Feel] I. presage flower,"Action, Adventure, Animation",2017,7.4,4105
All the Way Up,Comedy,1970,4.5,149
Confession,"Drama, Thriller",2014,6.5,622
Last Floor,"Drama, Thriller",2013,5.2,164
Børning,"Action, Comedy",2014,6.2,5478
Mary Kom,"Action, Biography, Drama",2014,6.8,11792
Still Alice,Drama,2014,7.5,147678
Top Five,"Comedy, Romance",2014,6.4,28152
They Have Escaped,"Drama, Mystery",2014,6.2,1066
No Place for Jennifer,Drama,1950,6.5,143
Third Is My First,"Comedy, Drama, Romance",2014,7.1,66
Tour de Force,"Comedy, Drama",2014,7.2,2151
Break Up 100,"Comedy, Romance",2014,5.8,317
Bear Island,"Action, Adventure, Documentary",2014,6.9,222
The Pirates,"Action, Adventure, Comedy",2014,6.5,4788
The Janitor,"Action, Crime, Drama",2014,5.5,70
10 000 timmar,Comedy,2014,4.4,1221
Three Brothers,"Comedy, Family, Fantasy",2014,5.6,573
One Way Ticket,"Crime, Drama",1971,6,231
My Own Man,"Comedy, Documentary, Drama",2014,6.4,474
I Am the Keeper,"Drama, Romance",2014,7.1,480
The Walk,"Adventure, Biography, Drama",2015,7.3,139046
Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,"Action, Adventure, Animation",2014,6.9,1488
October Gale,"Drama, Mystery, Romance",2014,5.2,2575
Amrutham Chandamama Lo,"Adventure, Comedy, Fantasy",2014,5.5,119
Comic 8,"Action, Comedy, Crime",2014,6.8,1132
12 Lotus,Drama,2008,5.8,120
Two for the Girl,"Action, Adventure",2009,6.3,215
"All's Well, Ends Well Too","Comedy, Romance",1993,6.2,560
Alone Man,"Drama, Romance, Sci-Fi",2016,6.3,153
Rumble,Action,2016,3.7,324
Mission Blue,"Documentary, Drama",2014,7.9,2207
5 Flights Up,"Comedy, Drama",2014,6.2,11504
Max Steel,"Action, Adventure, Fantasy",2016,4.6,21178
Dumb But Disciplined,Comedy,1979,4.6,196
Northmen: A Viking Saga,"Action, Drama, History",2014,5.4,11014
Paper Planes,"Drama, Family",2014,6.2,4898
Father of Four - The Return of Uncle Sofus,"Comedy, Family",2014,3.8,157
The Grump,"Comedy, Drama",2014,6.7,3094
Kabukicho Love Hotel,"Drama, Romance",2014,6.9,870
Margarita with a Straw,Drama,2014,7.2,4228
Mano po III: My Love,"Drama, Romance",2004,5.8,75
Cart,Drama,2014,6.7,1202
Scarlet Innocence,"Drama, Romance, Thriller",2014,5.9,1708
Café. Waiting. Love,"Comedy, Drama, Fantasy",2014,6.5,1649
Raja Natwarlal,"Crime, Thriller",2014,6.2,4705
Shazam!,"Action, Adventure, Comedy",2019,7,401596
The Transporter Refueled,"Action, Thriller",2015,5.2,46427
Sleeping with Other People,"Comedy, Drama, Romance",2015,6.5,50011
Blue Mountain State: The Rise of Thadland,"Comedy, Sport",2016,5.7,17497
A Choo,"Action, Comedy, Fantasy",2020,5.5,474
The Second Twin,"Crime, Drama, Mystery",1966,6,184
Merchants of Doubt,Documentary,2014,7.6,3984
Medicinen,"Comedy, Drama",2014,5.7,1296
Chagall-Malevich,"Biography, Drama, History",2014,6,135
Poor Millionaires,Comedy,1959,6.1,331
"Sex, Love & Therapy","Comedy, Romance",2014,5.4,2440
The Zookeeper's Wife,"Biography, Drama, History",2017,7,48389
Jim Jefferies: BARE,Comedy,2014,8,5959
Het sacrament,"Comedy, Drama",1989,6.3,295
Grace: The Possession,"Horror, Thriller",2014,4.6,4015
Operation Rogue,"Action, Crime, Thriller",2014,4.4,792
The Rewrite,"Comedy, Romance",2014,6.3,23218
Winterkartoffelknödel,"Comedy, Crime",2014,6.9,2644
Modern Boy,Drama,2008,6,202
The Handmaiden,"Drama, Romance, Thriller",2016,8.1,189650
Man on the Run,"Crime, Drama, Thriller",1949,6.7,512
The Nice Guys,"Action, Comedy, Crime",2016,7.4,396490
One Piece: 3D2Y - Overcome Ace's Death! Luffy's Vow to His Friends,"Action, Adventure, Animation",2014,7.5,2162
A Free Woman,Drama,1972,7,230
The Mountain Between Us,"Drama, Thriller",2017,6.4,86433
The Huntsman: Winter's War,"Action, Adventure, Drama",2016,6.1,124013
"I, Superbiker: The War for Four","Documentary, Sport",2014,4,42
